id;name;price;capacity;price_per_gb;type;cache;form_factor;interface
279;SK Hynix Gold P31;84.99;1000;0.085;SSD;;M.2-2280;M.2 PCIe 3.0 X4
280;Inland Performance Plus;138.99;2000;0.069;SSD;;M.2-2280;M.2 PCIe 4.0 X4
281;Silicon Power UD85;67.98;1000;0.068;SSD;;M.2-2280;M.2 PCIe 4.0 X4
282;Seagate Surveillance HDD;;2000;;5400;64;3.5;SATA 6.0 Gb/s
283;TEAMGROUP CX2;102.99;2000;0.051;SSD;;2.5;SATA 6.0 Gb/s
284;Seagate BarraCuda;81.5;2000;0.041;5400;128;2.5;SATA 6.0 Gb/s
285;Toshiba P300;71.14;1000;0.071;7200;64;3.5;SATA 6.0 Gb/s
286;Patriot P310;21.99;240;0.092;SSD;;M.2-2280;M.2 PCIe 3.0 X4
287;ADATA XPG SX8200 Pro;116;2000;0.058;SSD;;M.2-2280;M.2 PCIe 3.0 X4
288;Crucial T700 W/Heatsink;289.99;2000;0.145;SSD;;M.2-2280;M.2 PCIe 5.0 X4
289;ADATA SU630;30.47;240;0.127;SSD;;2.5;SATA 6.0 Gb/s
290;Crucial P5 Plus W/Heatsink;172.47;2000;0.086;SSD;;M.2-2280;M.2 PCIe 4.0 X4
291;Corsair MP600 PRO LPX;164.99;2000;0.082;SSD;;M.2-2280;M.2 PCIe 4.0 X4
292;Seagate FireCuda 540;309.99;2000;0.155;SSD;;M.2-2280;M.2 PCIe 5.0 X4
293;TEAMGROUP Cardea A440;143.36;2000;0.072;SSD;;M.2-2280;M.2 PCIe 4.0 X4
294;Sabrent Rocket 5;339.99;2000;0.17;SSD;;M.2-2280;M.2 PCIe 5.0 X4
295;Sabrent Rocket Q;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
296;Western Digital Blue;94.99;6000;0.016;5400;64;3.5;SATA 6.0 Gb/s
297;Seagate BarraCuda Pro;217;10000;0.022;7200;256;3.5;SATA 6.0 Gb/s
298;Sabrent Rocket 4 Plus;119.99;1000;0.12;SSD;;M.2-2280;M.2 PCIe 4.0 X4
299;Kingston NV1;74.98;1000;0.075;SSD;;M.2-2280;M.2 PCIe 3.0 X4
300;Toshiba MQ01ABD032;10.36;320;0.032;5400;8;2.5;SATA 3.0 Gb/s
301;Corsair MP600 PRO XT;175.99;2000;0.088;SSD;;M.2-2280;M.2 PCIe 4.0 X4
302;Western Digital Blue SN550;;500;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
303;Lexar NM790 w/Heatsink;84.99;1000;0.085;SSD;;M.2-2280;M.2 PCIe 4.0 X4
304;Western Digital WD_BLACK;56.99;1000;0.057;7200;64;3.5;SATA 6.0 Gb/s
305;Leven JPS600;58.99;1000;0.059;SSD;;M.2-2280;M.2 PCIe 3.0 X4
306;Patriot Burst Elite;49.99;960;0.052;SSD;;2.5;SATA 6.0 Gb/s
307;HP FX900 Pro;134.99;2000;0.067;SSD;;M.2-2280;M.2 PCIe 4.0 X4
308;Inland TN470;137.99;2000;0.069;SSD;;M.2-2280;M.2 PCIe 4.0 X4
309;Seagate FireCuda 530;115;1000;0.115;SSD;;M.2-2280;M.2 PCIe 4.0 X4
310;Leven JS600;53.99;1000;0.054;SSD;;2.5;SATA 6.0 Gb/s
311;Samsung 860 Evo;86.13;250;0.345;SSD;512;2.5;SATA 6.0 Gb/s
312;Western Digital WD_BLACK;109.99;6000;0.018;7200;128;3.5;SATA 6.0 Gb/s
313;Western Digital Blue SA510;136.87;2000;0.068;SSD;;2.5;SATA 6.0 Gb/s
314;Inland Performance Plus;75.98;1000;0.076;SSD;;M.2-2280;M.2 PCIe 4.0 X4
315;Seagate Momentus 5400.6;21.99;500;0.044;5400;8;2.5;SATA 3.0 Gb/s
316;FanXiang S880;79.98;1000;0.08;SSD;;M.2-2280;M.2 PCIe 4.0 X4
317;Patriot P210;30.99;512;0.061;SSD;;2.5;SATA 6.0 Gb/s
318;Mushkin Vortex Redline;136.99;2000;0.068;SSD;1024;M.2-2280;M.2 PCIe 4.0 X4
319;Western Digital Blue SA510;271.7;4000;0.068;SSD;;2.5;SATA 6.0 Gb/s
320;PNY CS900;69.99;1000;0.07;SSD;;2.5;SATA 6.0 Gb/s
321;Seagate FireCuda;99.99;4000;0.025;7200;256;3.5;SATA 6.0 Gb/s
322;Sabrent Rocket 4 Plus;499.99;4000;0.125;SSD;;M.2-2280;M.2 PCIe 4.0 X4
323;Western Digital Red Plus;199.99;10000;0.02;7200;256;3.5;SATA 6.0 Gb/s
324;Mushkin Helix-L;61.99;1000;0.062;SSD;;M.2-2280;M.2 PCIe 3.0 X4
325;Crucial T705 W/Heatsink Limited Edition;346.99;2000;0.173;SSD;;M.2-2280;M.2 PCIe 5.0 X4
326;Samsung 860 Pro;1099.99;4000;0.275;SSD;4096;2.5;SATA 6.0 Gb/s
327;TEAMGROUP MP33 PRO;40.99;512;0.08;SSD;;M.2-2280;M.2 PCIe 3.0 X4
328;TEAMGROUP MS30;108.99;2000;0.054;SSD;;M.2-2280;M.2 SATA
329;Kingston KC3000;377.99;4096;0.092;SSD;;M.2-2280;M.2 PCIe 4.0 X4
330;Crucial BX500;37.99;480;0.079;SSD;;2.5;SATA 6.0 Gb/s
331;Mushkin Tempest;68.98;1000;0.069;SSD;;M.2-2280;M.2 PCIe 3.0 X4
332;Kingston A2000;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
333;Seagate FireCuda 530;219.95;2000;0.11;SSD;;M.2-2280;M.2 PCIe 4.0 X4
334;Inland TN470;81.99;1000;0.082;SSD;;M.2-2280;M.2 PCIe 4.0 X4
335;TEAMGROUP Cardea A440;79.98;1000;0.08;SSD;;M.2-2280;M.2 PCIe 4.0 X4
336;Gigabyte Gen3 2500E;91.55;1000;0.092;SSD;;M.2-2280;M.2 PCIe 3.0 X4
337;Gigabyte AORUS Gen5 12000;269.99;2000;0.135;SSD;;M.2-2280;M.2 PCIe 5.0 X4
338;Western Digital Green SN350;28.99;240;0.121;SSD;;M.2-2280;M.2 PCIe 3.0 X4
339;Samsung 960 Evo;87.06;250;0.348;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
340;Corsair MP600 PRO LPX;99.99;1000;0.1;SSD;;M.2-2280;M.2 PCIe 4.0 X4
341;SanDisk SSD PLUS;29.99;240;0.125;SSD;;2.5;SATA 6.0 Gb/s
342;Western Digital WD_BLACK;179.99;8000;0.022;7200;128;3.5;SATA 6.0 Gb/s
343;TEAMGROUP QX;197.99;4000;0.049;SSD;;2.5;SATA 6.0 Gb/s
344;Sabrent Rocket 5;189.99;1000;0.19;SSD;;M.2-2280;M.2 PCIe 5.0 X4
345;MSI SPATIUM M480 PRO;285;4000;0.071;SSD;;M.2-2280;M.2 PCIe 4.0 X4
346;Seagate BarraCuda;84.35;3000;0.028;7200;64;3.5;SATA 6.0 Gb/s
347;Patriot Viper VP4300 Lite;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
348;Seagate Desktop HDD;;4000;;5900;64;3.5;SATA 6.0 Gb/s
349;Western Digital Green;51.55;240;0.215;SSD;;2.5;SATA 6.0 Gb/s
350;Patriot P210;97.99;2000;0.049;SSD;;2.5;SATA 6.0 Gb/s
351;Corsair MP600 PRO NH;159.99;2000;0.08;SSD;;M.2-2280;M.2 PCIe 4.0 X4
352;Leven JS600;29.99;512;0.059;SSD;;2.5;SATA 6.0 Gb/s
353;Patriot P300;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
354;Samsung 860 Evo;255;2000;0.128;SSD;2048;2.5;SATA 6.0 Gb/s
355;Verbatim Vi5000;78.5;1000;0.079;SSD;;M.2-2280;M.2 PCIe 4.0 X4
356;Western Digital Black SN850;112.99;1000;0.113;SSD;;M.2-2280;M.2 PCIe 4.0 X4
357;TEAMGROUP AX2;54.99;1000;0.055;SSD;;2.5;SATA 6.0 Gb/s
358;Lexar NM710;34.99;500;0.07;SSD;;M.2-2280;M.2 PCIe 4.0 X4
359;Corsair MP600 ELITE;159.99;2000;0.08;SSD;;M.2-2280;M.2 PCIe 4.0 X4
360;Intel 670p;149;2000;0.074;SSD;;M.2-2280;M.2 PCIe 3.0 X4
361;Samsung 970 Pro;199.99;512;0.391;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
362;Seagate IronWolf Pro NAS;229.99;12000;0.019;7200;256;3.5;SATA 6.0 Gb/s
363;Seagate FireCuda;125;2000;0.062;;;2.5;SATA 6.0 Gb/s
364;Kingston NV1;48.99;500;0.098;SSD;;M.2-2280;M.2 PCIe 3.0 X4
365;Inland Performance Plus;897.99;8000;0.112;SSD;;M.2-2280;M.2 PCIe 4.0 X4
366;Crucial T705 W/Heatsink;314.99;2000;0.157;SSD;;M.2-2280;M.2 PCIe 5.0 X4
367;Corsair MP600 ELITE;89.99;1000;0.09;SSD;;M.2-2280;M.2 PCIe 4.0 X4
368;Western Digital Red Plus;99.99;4000;0.025;5400;256;3.5;SATA 6.0 Gb/s
369;ADATA XPG SX8200 Pro;57.16;512;0.112;SSD;;M.2-2280;M.2 PCIe 3.0 X4
370;TEAMGROUP MP44;849.99;8000;0.106;SSD;;M.2-2280;M.2 PCIe 4.0 X4
371;Western Digital Red Pro;372.95;20000;0.019;7200;512;3.5;SATA 6.0 Gb/s
372;Seagate IronWolf Pro;240;14000;0.017;7200;256;3.5;SATA 6.0 Gb/s
373;MSI SPATIUM M461;267.7;4000;0.067;SSD;;M.2-2280;M.2 PCIe 4.0 X4
374;Western Digital Black SN750;74.98;500;0.15;SSD;;M.2-2280;M.2 PCIe 3.0 X4
375;Gigabyte AORUS Gen4 7000s;92.43;1000;0.092;SSD;1024;M.2-2280;M.2 PCIe 4.0 X4
376;Silicon Power XS70;149.99;2000;0.075;SSD;;M.2-2280;M.2 PCIe 4.0 X4
377;ADATA XPG SPECTRIX S40G RGB;82.22;1000;0.082;SSD;;M.2-2280;M.2 PCIe 3.0 X4
378;Crucial T500 W/Heatsink;160.99;2000;0.08;SSD;;M.2-2280;M.2 PCIe 4.0 X4
379;Samsung 980 Pro;129.99;250;0.52;SSD;512;M.2-2280;M.2 PCIe 4.0 X4
380;Western Digital Black SN850;84;500;0.168;SSD;;M.2-2280;M.2 PCIe 4.0 X4
381;Seagate BarraCuda;22.99;500;0.046;7200;16;3.5;SATA 6.0 Gb/s
382;TEAMGROUP EX2;106.99;2000;0.053;SSD;;2.5;SATA 6.0 Gb/s
383;Crucial T500;72.99;500;0.146;SSD;;M.2-2280;M.2 PCIe 4.0 X4
384;TEAMGROUP T-Force Cardea Z540;142.99;1000;0.143;SSD;;M.2-2280;M.2 PCIe 5.0 X4
385;Solidigm P41 Plus;47.89;500;0.096;SSD;;M.2-2280;M.2 PCIe 4.0 X4
386;Seagate EXOS Enterprise;329.99;16000;0.021;7200;256;3.5;SATA 6.0 Gb/s
387;Western Digital Red Plus;169.99;8000;0.021;5640;128;3.5;SATA 6.0 Gb/s
388;FanXiang S880;129.99;2000;0.065;SSD;;M.2-2280;M.2 PCIe 4.0 X4
389;Western Digital Blue SN570;39.99;250;0.16;SSD;;M.2-2280;M.2 PCIe 3.0 X4
390;Western Digital SE;42.98;2000;0.021;7200;64;3.5;SATA 6.0 Gb/s
391;Seagate IronWolf NAS;224.99;14000;0.016;7200;256;3.5;SATA 6.0 Gb/s
392;MSI SPATIUM M460;72.99;1000;0.073;SSD;;M.2-2280;M.2 PCIe 4.0 X4
393;PNY CS3140;;8000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
394;Western Digital AV-GP;39.99;2000;0.02;5400;64;3.5;SATA 6.0 Gb/s
395;Samsung 860 QVO;123.91;1000;0.124;SSD;;2.5;SATA 6.0 Gb/s
396;Western Digital Red Plus;84.99;3000;0.028;5400;256;3.5;SATA 6.0 Gb/s
397;Crucial T500 W/Heatsink;89.99;1000;0.09;SSD;;M.2-2280;M.2 PCIe 4.0 X4
398;Seagate Barracuda Compute;64.98;2000;0.032;7200;256;3.5;SATA 6.0 Gb/s
399;Silicon Power A55;59.99;1000;0.06;SSD;;M.2-2280;M.2 SATA
400;ADATA Legend 710;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
401;Seagate IronWolf Pro;288.12;16000;0.018;7200;256;3.5;SATA 6.0 Gb/s
402;Seagate IronWolf NAS;228.45;12000;0.019;7200;256;3.5;SATA 6.0 Gb/s
403;KIOXIA EXCERIA G2;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
404;Mushkin Helix-L;106.99;2000;0.053;SSD;;M.2-2280;M.2 PCIe 3.0 X4
405;Sabrent Rocket Q;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
406;Western Digital VelociRaptor;50.99;1000;0.051;10000;64;2.5;SATA 6.0 Gb/s
407;Western Digital WD_BLACK;194.99;6000;0.032;7200;256;3.5;SATA 6.0 Gb/s
408;Lexar NM790 w/Heatsink;;4000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
409;SK Hynix Gold P31;149.99;2000;0.075;SSD;;M.2-2280;M.2 PCIe 3.0 X4
410;Timetec 35TTFP6PCIE;59.99;1000;0.06;SSD;;M.2-2280;M.2 PCIe 3.0 X4
411;Intel 670p;51.9;512;0.101;SSD;;M.2-2280;M.2 PCIe 3.0 X4
412;TEAMGROUP T-Force Cardea Z540;246.99;2000;0.123;SSD;;M.2-2280;M.2 PCIe 5.0 X4
413;Samsung 970 Pro;392.99;1000;0.393;SSD;1024;M.2-2280;M.2 PCIe 3.0 X4
414;Asus ROG Strix SQ7;;1000;;SSD;1024;M.2-2280;M.2 PCIe 4.0 X4
415;Corsair MP700 PRO w/Heatsink;279.99;2000;0.14;SSD;;M.2-2280;M.2 PCIe 5.0 X4
416;Seagate BarraCuda Pro Compute;59.99;1000;0.06;7200;128;2.5;SATA 6.0 Gb/s
417;TEAMGROUP QX;96.99;2000;0.048;SSD;;2.5;SATA 6.0 Gb/s
418;Samsung 970 Evo;248.99;2000;0.124;SSD;2048;M.2-2280;M.2 PCIe 3.0 X4
419;Western Digital Blue;50.99;1000;0.051;7200;64;3.5;SATA 6.0 Gb/s
420;Samsung 960 Pro;689.95;2000;0.345;SSD;2048;M.2-2280;M.2 PCIe 3.0 X4
421;KingSpec NX-2280;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
422;Intel Optane P1600X;70.98;118;0.602;SSD;;M.2-2280;M.2 PCIe 3.0 X4
423;Western Digital Red Pro;418.99;22000;0.019;7200;512;3.5;SATA 6.0 Gb/s
424;Samsung 850 Evo;129.23;1000;0.129;SSD;;2.5;SATA 6.0 Gb/s
425;Intel 320;;600;;SSD;;2.5;SATA 3.0 Gb/s
426;Samsung 850 Pro;210.28;1000;0.21;SSD;;2.5;SATA 6.0 Gb/s
427;Crucial P2;121.99;2000;0.061;SSD;;M.2-2280;M.2 PCIe 3.0 X4
428;KingSpec XG7000;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
429;Crucial P5 Plus W/Heatsink;93.99;1000;0.094;SSD;;M.2-2280;M.2 PCIe 4.0 X4
430;VisionTek 901414;1566.2;8000;0.196;SSD;;2.5;SATA 6.0 Gb/s
431;Seagate Barracuda Compute;84.99;4000;0.021;5400;256;3.5;SATA 6.0 Gb/s
432;Seagate Exos X22;479.99;22000;0.022;7200;512;3.5;SATA 6.0 Gb/s
433;ADATA Ultimate SU650;15.99;120;0.133;SSD;;2.5;SATA 6.0 Gb/s
434;Western Digital Blue SA510;86.45;1000;0.086;SSD;;2.5;SATA 6.0 Gb/s
435;Mushkin Tempest;102.99;2000;0.051;SSD;;M.2-2280;M.2 PCIe 3.0 X4
436;Western Digital Red Plus;127.42;6000;0.021;5400;256;3.5;SATA 6.0 Gb/s
437;Seagate FireCuda;149;2000;0.074;;64;3.5;SATA 6.0 Gb/s
438;Kingston A2000;;500;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
439;Western Digital WD Blue;49.99;1000;0.05;5400;64;3.5;SATA 6.0 Gb/s
440;Western Digital Black AN1500;365.03;4000;0.091;SSD;;PCIe;PCIe x8
441;Samsung 860 Evo;379.24;4000;0.095;SSD;4096;2.5;SATA 6.0 Gb/s
442;Lexar NS100;;1000;;SSD;;2.5;SATA 6.0 Gb/s
443;Seagate Barracuda Compute;79;3000;0.026;5400;256;3.5;SATA 6.0 Gb/s
444;Silicon Power P34A60;27.99;256;0.109;SSD;;M.2-2280;M.2 PCIe 3.0 X4
445;Toshiba MG10 512e;339;20000;0.017;7200;512;3.5;SATA 6.0 Gb/s
446;Western Digital Black SN750;646.48;4000;0.162;SSD;;M.2-2280;M.2 PCIe 3.0 X4
447;SanDisk SSD PLUS;124.99;2000;0.062;SSD;;2.5;SATA 6.0 Gb/s
448;TEAMGROUP T-Force Vulcan Z;20.99;256;0.082;SSD;;2.5;SATA 6.0 Gb/s
449;ADATA Legend 710;73.43;1000;0.073;SSD;;M.2-2280;M.2 PCIe 3.0 X4
450;Western Digital Red Pro;326.54;18000;0.018;7200;512;3.5;SATA 6.0 Gb/s
451;Crucial T700 W/Heatsink;171.99;1000;0.172;SSD;;M.2-2280;M.2 PCIe 5.0 X4
452;ADATA Legend 960;163.8;2000;0.082;SSD;;M.2-2280;M.2 PCIe 4.0 X4
453;Silicon Power XS70;89.99;1000;0.09;SSD;;M.2-2280;M.2 PCIe 4.0 X4
454;Mushkin Gamma;849.99;8000;0.106;SSD;;M.2-2280;M.2 PCIe 4.0 X4
455;Toshiba DT01ACA200;;2000;;7200;64;3.5;SATA 6.0 Gb/s
456;Sabrent Rocket 4.0;;500;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
457;Samsung 960 Evo;139.99;500;0.28;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
458;Samsung 970 Evo;92;250;0.368;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
459;Gigabyte GP-GSTFS31480GNTD;43.03;480;0.09;SSD;;2.5;SATA 6.0 Gb/s
460;Western Digital Red Pro;;24000;;7200;512;3.5;SATA 6.0 Gb/s
461;Corsair MP600 PRO XT;103.99;1000;0.104;SSD;;M.2-2280;M.2 PCIe 4.0 X4
462;PNY CS1030;36.99;500;0.074;SSD;;M.2-2280;M.2 PCIe 3.0 X4
463;TEAMGROUP T-Force Cardea A440 Pro;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
464;Silicon Power US75;77.98;1000;0.078;SSD;;M.2-2280;M.2 PCIe 4.0 X4
465;TEAMGROUP CX2;54.99;1000;0.055;SSD;;2.5;SATA 6.0 Gb/s
466;Corsair MP600 Force Series Gen4;208.65;1000;0.209;SSD;;M.2-2280;M.2 PCIe 3.0 X4
467;Intel P3700;1850;1600;1.156;SSD;;PCIe;PCIe x4
468;Patriot Burst Elite;17.98;240;0.075;SSD;;2.5;SATA 6.0 Gb/s
469;TEAMGROUP MS30;23.99;256;0.094;SSD;;M.2-2280;M.2 SATA
470;ADATA XPG SPECTRIX S40G RGB;55.42;512;0.108;SSD;;M.2-2280;M.2 PCIe 3.0 X4
471;HP FX900 Pro;84.99;1000;0.085;SSD;;M.2-2280;M.2 PCIe 4.0 X4
472;Western Digital Green;72.02;1000;0.072;SSD;;2.5;SATA 6.0 Gb/s
473;Western Digital Gold;446.19;22000;0.02;7200;512;3.5;SATA 6.0 Gb/s
474;Gigabyte GP-GSM2NE3256GNTD;36.79;256;0.144;SSD;;M.2-2280;M.2 PCIe 3.0 X4
475;SanDisk SSD PLUS;43.78;480;0.091;SSD;;2.5;SATA 6.0 Gb/s
476;Western Digital PC SN730;45;512;0.088;SSD;;M.2-2280;M.2 PCIe 3.0 X4
477;Solidigm P44 Pro;67.94;512;0.133;SSD;;M.2-2280;M.2 PCIe 4.0 X4
478;Intel 660p;86.99;512;0.17;SSD;;M.2-2280;M.2 PCIe 3.0 X4
479;Seagate Surveillance HDD;307.37;8000;0.038;7200;256;3.5;SATA 6.0 Gb/s
480;TEAMGROUP MP33 PRO;110.99;2000;0.055;SSD;;M.2-2280;M.2 PCIe 3.0 X4
481;Seagate BarraCuda;132.97;6000;0.022;5400;256;3.5;SATA 6.0 Gb/s
482;AGI AI198;44;512;0.086;SSD;;M.2-2280;M.2 PCIe 3.0 X4
483;Lexar NM790 w/Heatsink;149.99;2000;0.075;SSD;;M.2-2280;M.2 PCIe 4.0 X4
484;SanDisk Ultra 3D;249.99;4000;0.062;SSD;;2.5;SATA 6.0 Gb/s
485;Lexar NQ790;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
486;Seagate BarraCuda;63.99;1000;0.064;5400;128;2.5;SATA 6.0 Gb/s
487;Western Digital Blue;87.99;2000;0.044;5400;256;3.5;SATA 6.0 Gb/s
488;ADATA LEGEND 850 LITE;112.99;2000;0.056;SSD;;M.2-2280;M.2 PCIe 4.0 X4
489;Seagate BarraCuda Q5;123;2000;0.062;SSD;;M.2-2280;M.2 PCIe 3.0 X4
490;Western Digital Black SN850;234.99;2000;0.117;SSD;;M.2-2280;M.2 PCIe 4.0 X4
491;Seagate IronWolf Pro NAS;308.99;18000;0.017;7200;256;3.5;SATA 6.0 Gb/s
492;Intel DC P3608;;4000;;SSD;;PCIe;PCIe x8
493;Seagate Exos X18;284.99;16000;0.018;7200;256;3.5;SATA 6.0 Gb/s
494;ADATA LEGEND 840;44.99;512;0.088;SSD;;M.2-2280;M.2 PCIe 4.0 X4
495;Seagate IronWolf NAS;222.11;10000;0.022;7200;256;3.5;SATA 6.0 Gb/s
496;Gigabyte AORUS;;8000;;SSD;;PCIe;PCIe x16
497;ADATA XPG GAMMIX S60 Blade;72.99;1000;0.073;SSD;;M.2-2280;M.2 PCIe 4.0 X4
498;TEAMGROUP T-Create Classic DL;68.98;1000;0.069;SSD;;M.2-2280;M.2 PCIe 4.0 X4
499;Seagate FireCuda 520;59.55;500;0.119;SSD;;M.2-2280;M.2 PCIe 4.0 X4
500;Crucial T705 W/Heatsink;194.99;1000;0.195;SSD;;M.2-2280;M.2 PCIe 5.0 X4
501;Corsair MP600 PRO LPX;164.99;2000;0.082;SSD;;M.2-2280;M.2 PCIe 4.0 X4
502;Samsung 850 Pro;155.25;256;0.606;SSD;;2.5;SATA 6.0 Gb/s
503;Western Digital Red Pro;318.99;16000;0.02;7200;256;3.5;SATA 6.0 Gb/s
504;TEAMGROUP GX2;61.99;1000;0.062;SSD;;2.5;SATA 6.0 Gb/s
505;Crucial P5;119.99;1000;0.12;SSD;;M.2-2280;M.2 PCIe 3.0 X4
506;ADATA LEGEND 850 LITE;68.98;1000;0.069;SSD;;M.2-2280;M.2 PCIe 4.0 X4
507;Corsair MP600 GS;83.99;1000;0.084;SSD;;M.2-2280;M.2 PCIe 4.0 X4
508;Seagate EXOS Enterprise;81;4000;0.02;7200;128;3.5;SATA 6.0 Gb/s
509;PNY CS2241;129.99;2000;0.065;SSD;;M.2-2280;M.2 PCIe 4.0 X4
510;Intel 660p;74.95;1000;0.075;SSD;;M.2-2280;M.2 PCIe 3.0 X4
511;ADATA SU630;56.76;480;0.118;SSD;;2.5;SATA 6.0 Gb/s
512;Kingston SSDNow V300;44.99;120;0.375;SSD;;2.5;SATA 6.0 Gb/s
513;Seagate BarraCuda;23.93;500;0.048;5400;32;3.5;SATA 6.0 Gb/s
514;Lexar NS100;83.99;512;0.164;SSD;;2.5;SATA 6.0 Gb/s
515;Western Digital WD_BLACK SN850P for PS5;126.48;1000;0.126;SSD;;M.2-2280;M.2 PCIe 4.0 X4
516;Seagate SkyHawk Surveillance;89.99;4000;0.022;7200;256;3.5;SATA 6.0 Gb/s
517;Transcend 110S;24.99;128;0.195;SSD;;M.2-2280;M.2 PCIe 3.0 X4
518;Gigabyte AORUS Gen4;169;1000;0.169;SSD;2048;M.2-2280;M.2 PCIe 4.0 X4
519;Western Digital Caviar Green;52.99;1000;0.053;5400;64;3.5;SATA 6.0 Gb/s
520;Intel DC P3600;1850;800;2.312;SSD;;PCIe;PCIe x4
521;Hitachi Ultrastar He8;1087;8000;0.136;7200;128;3.5;SATA 6.0 Gb/s
522;Seagate FireCuda 530;827;4000;0.207;SSD;;M.2-2280;M.2 PCIe 4.0 X4
523;Silicon Power A55;34.99;512;0.068;SSD;;M.2-2280;M.2 SATA
524;KIOXIA EXCERIA PRO;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
525;Western Digital Blue;184.44;2000;0.092;SSD;;2.5;SATA 6.0 Gb/s
526;TEAMGROUP T-Force Cardea Z44Q;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
527;ADATA LEGEND 960 MAX;89.99;1000;0.09;SSD;;M.2-2280;M.2 PCIe 4.0 X4
528;Verbatim Vi3000;115.27;2000;0.058;SSD;;M.2-2280;M.2 PCIe 3.0 X4
529;Sabrent Rocket Q;;500;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
530;Corsair MP600 GS;198.99;2000;0.099;SSD;;M.2-2280;M.2 PCIe 4.0 X4
531;Inland TN450;46.99;500;0.094;SSD;;M.2-2280;M.2 PCIe 4.0 X4
532;Patriot Viper VP4300 Lite;229.99;4000;0.057;SSD;;M.2-2280;M.2 PCIe 4.0 X4
533;Verbatim Vi550;41.98;512;0.082;SSD;;2.5;SATA 6.0 Gb/s
534;ADATA XPG SX6000 Pro;31.17;256;0.122;SSD;;M.2-2280;M.2 PCIe 3.0 X4
535;Sabrent Rocket;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
536;Seagate Exos X20;315;18000;0.018;7200;256;3.5;SATA 6.0 Gb/s
537;Gigabyte AORUS Gen5 12000;159.98;1000;0.16;SSD;;M.2-2280;M.2 PCIe 5.0 X4
538;Crucial P1;74.22;500;0.148;SSD;;M.2-2280;M.2 PCIe 3.0 X4
539;TEAMGROUP Cardea Zero Z440 Graphene;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
540;KIOXIA EXCERIA;89.5;500;0.179;SSD;;M.2-2280;M.2 PCIe 3.0 X4
541;Seagate Enterprise;149;8000;0.019;7200;256;3.5;SATA 6.0 Gb/s
542;PNY CS2241;67.99;1000;0.068;SSD;;M.2-2280;M.2 PCIe 4.0 X4
543;Lexar NQ790;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
544;Seagate IronWolf NAS;98.88;4000;0.025;5900;64;3.5;SATA 6.0 Gb/s
545;Patriot P400 Lite;89.33;1000;0.089;SSD;;M.2-2280;M.2 PCIe 4.0 X4
546;Verbatim Vi5000;134.44;2000;0.067;SSD;;M.2-2280;M.2 PCIe 4.0 X4
547;Kingston Fury Renegade;78.48;500;0.157;SSD;;M.2-2280;M.2 PCIe 4.0 X4
548;Patriot P310;;1920;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
549;KingSpec XG7000 PRO;89.99;1000;0.09;SSD;;M.2-2280;M.2 PCIe 4.0 X4
550;Western Digital Blue;49.99;250;0.2;SSD;;2.5;SATA 6.0 Gb/s
551;Western Digital Blue;87.2;1000;0.087;SSD;;M.2-2280;M.2 SATA
552;Western Digital Black AN1500;205.11;2000;0.103;SSD;;PCIe;PCIe x8
553;Western Digital Blue SN570;209;2000;0.104;SSD;;M.2-2280;M.2 PCIe 3.0 X4
554;Kingston Fury Renegade with Heat Sink;406.43;4000;0.102;SSD;;M.2-2280;M.2 PCIe 4.0 X4
555;Western Digital Red Plus;219.99;8000;0.027;7200;256;3.5;SATA 6.0 Gb/s
556;Samsung 840 Evo;95;250;0.38;SSD;;2.5;SATA 6.0 Gb/s
557;Enmotus FuzeDrive;;1550;;SSD;131072;M.2-2280;M.2 PCIe 3.0 X4
558;Lexar NM790;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
559;Silicon Power A55;24.99;256;0.098;SSD;;2.5;SATA 6.0 Gb/s
